,obj,nits
0,0.6931471805599453,0.7922857829038534
1,0.6828547184729978,0.21362396856116947
2,0.6823011076794405,0.12050750405462415
3,0.682143159379311,0.0751309018200161
4,0.6820984858262172,0.05544925184738279
5,0.6820655287924424,0.03399664957245469
6,0.6820559506188255,0.02455453989067616
7,0.6820521409025523,0.019476794014721927
8,0.6820533856719135,0.019990012819008706
9,0.6820507249431099,0.01663011673822299
10,0.6820492291233458,0.014568945944487472
11,0.6820477345400019,0.01115719206027803
12,0.6820479265170138,0.011244622855165731
13,0.682048559105554,0.012356375683107048
14,0.6820479237810072,0.010816648159594298
15,0.6820475556057205,0.010637709579273544
16,0.6820478909859026,0.011172946772729899
17,0.6820463368987275,0.00651967398635365
18,0.6820463095243485,0.006366021822262723
19,0.6820460191607661,0.0046439334178694095
20,0.6820464913181561,0.00623307236058783
21,0.682046192092311,0.005714108055688989
22,0.6820460899430553,0.00523533629940394
23,0.6820465045358798,0.007031183811180915
24,0.6820463248100347,0.006501609580202862
25,0.6820476307782716,0.010619495811411816
26,0.6820471920422037,0.009635363836154504
27,0.6820460922467844,0.005067082491157194
28,0.6820462158564486,0.00519500245050125
29,0.6820459386330772,0.004422762363470783
30,0.6820456619265326,0.0017766104211969606
31,0.6820458591485369,0.003558931813348871
32,0.6820461323087851,0.005041163485837968
33,0.6820467795965423,0.007195596997736083
34,0.6820461603562026,0.0050434670231506
35,0.6820459655562887,0.003984975880168156
36,0.6820458650135813,0.0038540961541977913
37,0.6820458185441859,0.0034738028464220447
38,0.6820458379792292,0.003440432584219057
39,0.6820457974454098,0.0029690883563355456
40,0.6820460431647529,0.004351937585360257
41,0.6820475304261008,0.008691202190980707
42,0.6820473338633515,0.00848339077614011
43,0.6820485886298956,0.011115422661813588
44,0.6820469705906752,0.007611712495693994
45,0.6820466501379863,0.006901261066073826
46,0.682047410188926,0.009106656021689665
47,0.6820479215797305,0.009912770330665016
48,0.6820462662340823,0.0054621211960490705
49,0.6820458360973817,0.0033842914497156755
50,0.6820458593939898,0.0036232961793699
51,0.6820457234744239,0.0026424993992968334
52,0.6820457490787781,0.0024938607951984692
53,0.6820457136011134,0.0024801951432916886
54,0.6820459807511088,0.004044191049110622
55,0.6820458477652287,0.003305282194333651
56,0.682046085885891,0.004387560631385505
57,0.6820460537962137,0.004560767149130865
58,0.6820456931963557,0.002212965458128685
59,0.682045918219252,0.0035986744633502137
60,0.6820456554060893,0.0015894809945340824
